(31007,29863) 
(21675,3508) 
(12810,37149) 
(17640,7117) 
(4371,31150) 
(15717,29690) 
(33649,27985) 
(1909,38564) 
(13361,35566) 
(5179,3984) 
(16836,21722) 
(23322,31207) 
(14083,4896) 
(26250,11659) 
(31888,12303) 
(25149,21873) 
(39975,28822) 
(31990,14619) 
(21049,1023) 
(31542,10330) 
(15636,12592) 
(33183,970) 
(30509,34073) 
(30396,23232) 
(22916,7342) 
(2690,25355) 
(584,20093) 
(32957,31296) 
(4498,13235) 
(6034,5151) 
(14240,19139) 
(30376,13838) 
(17364,15384) 
(16593,9070) 
(16170,14567) 
(33542,19404) 
(16596,15600) 
(7133,4536) 
(21818,29281) 
(10842,21121) 
(31402,11172) 
(35273,33147) 
(16698,16685) 
(28543,31277) 
(27489,31753) 
(36284,13480) 
(24861,18710) 
(32685,5233) 
(28776,2950) 
(26485,673) 
(13279,9356) 
(17270,14701) 
(100,19117) 
(39770,27660) 
(27803,31672) 
(18681,3130) 
(21206,14500) 
(13224,26626) 
(3988,5005) 
(22080,38143) 
(28178,12745) 
(7290,7123) 
(13976,4594) 
(19309,10578) 
(13498,30328) 
(32643,21040) 
(7588,12791) 
(29617,10781) 
(6501,16507) 
(14100,26986) 
(17595,19155) 
(12565,15372) 
(5001,4071) 
(24393,15912) 
(34710,17641) 
(19165,23216) 
(11897,8034) 
(37784,38096) 
(13319,23593) 
(24213,9043) 
(37775,26407) 
(37094,18473) 
(4542,6893) 
(9184,6147) 
(34561,7216) 
(16691,39081) 
(16760,38259) 
(3809,35536) 
(11003,36199) 
(10945,6460) 
(14317,30538) 
(26819,24870) 
(23460,4198) 
(11476,35658) 
(9676,20643) 
(25641,6363) 
(18740,34306) 
(31403,10741) 
(1899,11340) 
(25540,30559) 
(3538,13245) 
(24267,12054) 
(6399,30365) 
(16052,19605) 
(38206,35526) 
(20652,4406) 
(35900,21809) 
(35000,10468) 
(21890,27920) 
(32524,31657) 
(10089,11246) 
(20150,24530) 
(24417,37038) 
(35757,17777) 
(18683,11908) 
(7984,15654) 
(37615,6291) 
(1549,24724) 
(17062,38965) 
(13773,3174) 
(19029,3677) 
(22821,6218) 
(28869,4214) 
(23254,17057) 
(19372,36941) 
(39281,19565) 
(9990,7971) 
(24345,33602) 
(6898,3089) 
(1478,15748) 
(9843,6276) 
(21611,30152) 
(28209,39882) 
(23352,14530) 
(36288,1475) 
(35713,38454) 
(36139,2671) 
(9136,19080) 
(16110,14191) 
(33573,31079) 
(34557,34668) 
(33222,10589) 
(39143,3185) 
(7241,2379) 
(11546,13014) 
(22948,25526) 
(32291,21931) 
(3334,23355) 
(13546,11038) 
(22939,26963) 
(23123,13529) 
(25978,15936) 
(15061,6417) 
(9777,15070) 
(1087,39026) 
(14118,24737) 
(4486,16050) 
(30474,15926) 
(35775,8823) 
(36022,21841) 
(2975,32302) 
(6162,34591) 
(20064,7520) 
(2937,31004) 
(13178,34626) 
(5931,35253) 
(15907,36480) 
(23960,13972) 
(29640,33959) 
(33736,34788) 
(17597,22282) 
(14173,14505) 
(1055,12889) 
(22224,23463) 
(8434,2620) 
(32141,9227) 
(33258,19197) 
(3097,17477) 
(16675,4659) 
(2031,29679) 
(28356,9270) 
(11995,32337) 
(24704,2574) 
(29571,2835) 
(19628,39644) 
(36898,31863) 
(12235,3946) 
(6980,30711) 
(38944,26303) 
(21736,30285) 
(17404,35467) 
(28348,12328) 
(29958,9618) 
(27356,24975) 
(30193,25579) 
(13257,18136) 
(22005,33880) 
(8510,11642) 
(8425,6225) 
(10551,33530) 
(24380,19146) 
(1818,907) 
(36416,23407) 
(21841,25715) 
(26919,11872) 
(15683,31924) 
(27476,28934) 
(20391,11454) 
(2444,3581) 
(27348,39664) 
(13656,37455) 
(16923,24081) 
(23822,25241) 
(34021,36011) 
(18184,25546) 
(17281,22398) 
(32995,24356) 
(12816,4086) 
(1660,19220) 
(30742,32523) 
(32021,38351) 
(22308,18503) 
(33132,29682) 
(5035,20447) 
(33062,29680) 
(26996,25585) 
(22149,21472) 
(6704,10991) 
(16373,29529) 
(37910,15802) 
(15205,25765) 
(2835,36300) 
(24037,1665) 
(23229,12910) 
(31677,15676) 
(21268,12851) 
(32650,13343) 
(24071,20948) 
(7011,13215) 
(35675,27003) 
(9606,30039) 
(19702,12082) 
(16929,20529) 
(23907,39085) 
(27091,12745) 
(29020,34789) 
(13200,20355) 
(1662,9783) 
(37568,18385) 
(19796,10892) 
(22923,235) 
(23664,35830) 
(39868,2836) 
(25744,18937) 
(19466,20306) 
(38810,16713) 
(13872,35007) 
(25613,27122) 
(22538,17826) 
(4727,1672) 
(1944,23307) 
(4412,149) 
(35066,15956) 
(8884,24347) 
(29493,17684) 
(21442,12310) 
(34284,27164) 
(39503,19039) 
(26379,26971) 
(17914,425) 
(13497,12551) 
(11910,23432) 
(33132,187) 
(23512,3551) 
(5387,9760) 
(12793,20054) 
(39634,38504) 
(31457,31705) 
(19294,21536) 
(5127,35831) 
(12274,39372) 
(17937,15844) 
(29179,20070) 
(32573,2687) 
(9747,19234) 
(34315,33850) 
(18793,10231) 
(32335,7772) 
(11401,39752) 
(33057,16168) 
(18000,26280) 
(4735,11051) 
(28589,12200) 
(31865,931) 
(1362,16984) 
(37850,9703) 
(18092,34845) 
(17348,32398) 
(13045,1452) 
(23991,21989) 
(27696,30882) 
(24630,18788) 
(3281,20337) 
(37631,28630) 
(15609,26508) 
(18185,8080) 
(25376,38612) 
(4751,222) 
(5382,863) 
(3832,22327) 
(26473,33319) 
(29952,22135) 
(22750,36845) 
(3536,16603) 
(13850,24431) 
(19615,13589) 
(27954,34445) 
(38645,14794) 
(2347,26888) 
(13905,27017) 
(32963,28520) 
(16087,20822) 
(2303,7698) 
(3780,15697) 
(1997,34129) 
(23402,6182) 
(23350,22341) 
(17105,16616) 
(882,12884) 
(28941,36532) 
(38990,22254) 
(6197,38018) 
(13089,15333) 
(5150,271) 
(26590,19916) 
(35921,6337) 
(25796,29774) 
(19281,15935) 
(25244,19907) 
(8662,1609) 
(7358,5416) 
(20231,24969) 
(7462,19293) 
(21994,12648) 
(10876,6679) 
(13936,6844) 
(30658,23645) 
(29194,37002) 
(18043,37871) 
(33811,26735) 
(18188,21530) 
(37135,20407) 
(36194,15896) 
(31098,13171) 
(16196,35292) 
(5412,226) 
(18671,24531) 
(9016,11689) 
(4932,28747) 
(9297,9191) 
(3687,15139) 
(37014,4715) 
(8992,20804) 
(17874,37460) 
(20733,961) 
(33659,32888) 
(4573,12804) 
(22205,34614) 
(23976,20197) 
(19379,27918) 
(27529,18564) 
(22537,6144) 
(32356,33114) 
(21664,1062) 
(26244,30734) 
(20489,16484) 
(19994,8097) 
(13245,26985) 
(33566,4491) 
(8679,16718) 
(10456,32071) 
(28668,16752) 
(38097,555) 
(39046,23411) 
(12539,23972) 
(34842,38750) 
(28790,24455) 
(16998,31903) 
(3291,33012) 
(22571,23683) 
(15407,19141) 
(24647,38404) 
(2316,21918) 
(39829,31897) 
(9009,8424) 
(19073,37281) 
(3769,19944) 
(24988,34462) 
(20705,14034) 
(38188,37645) 
(4099,7069) 
(18000,24529) 
(11145,32299) 
(1444,1012) 
(2862,17548) 
(10880,3386) 
(26140,3995) 
(15579,9950) 
(36851,15539) 
(3351,10571) 
(29588,13568) 
(2221,15297) 
(28042,21505) 
(11438,17047) 
(37475,23743) 
(12490,25629) 
(22068,12531) 
(34243,6771) 
(39669,24810) 
(21087,19358) 
(31047,20999) 
(13140,4322) 
(18248,26422) 
(31505,29449) 
(20872,15156) 
(10269,12900) 
(35494,10115) 
(1189,20183) 
(32393,31163) 
(31613,35418) 
(21997,32475) 
(14693,7896) 
(3235,26921) 
(6109,38476) 
(22216,21995) 
(30571,39997) 
(18929,20463) 
(19176,35068) 
(6550,36860) 
(39664,4638) 
(16307,35519) 
(28925,4394) 
(39052,17190) 
(8891,28964) 
(35825,24355) 
(20155,25012) 
(3050,21131) 
(18622,37327) 
(19136,26795) 
(35711,39130) 
(24100,33878) 
(30844,24358) 
(11519,35695) 
(23390,28378) 
(9338,27164) 
(13501,2426) 
(34059,39128) 
(28649,23385) 
(10973,11195) 
(8759,9996) 
(1596,5541) 
(3396,21663) 
(1431,19136) 
(629,32376) 
(8253,36347) 
(30223,39838) 
(18531,10930) 
(10131,12943) 
(26339,26457) 
(3394,31040) 
(11668,37964) 
(32154,33631) 
(18970,14360) 
(20465,31522) 
(3769,17819) 
(6520,24537) 
(20513,11839) 
(1171,23110) 
(13361,489) 
(17,7108) 
(33700,35255) 
(8621,27603) 
(29636,4317) 
(28513,10464) 
(35602,32529) 
(24729,4549) 
(22526,854) 
(16448,10133) 
(5054,18143) 
(34507,8740) 
(31283,686) 
(7282,22982) 
(32417,24021) 
(10310,3813) 
(25372,546) 
(30618,31039) 
(11157,15883) 
(22423,25448) 
(37513,5020) 
(7702,27942) 
(30040,20986) 
(30194,19497) 
(14637,2534) 
(30504,37561) 
(17239,11499) 
(25610,9728) 
(29930,17012) 
(26002,30874) 
(38255,5475) 
(17423,32967) 
(1154,8505) 
(31327,13951) 
(14970,30815) 
(39373,9485) 
(6791,35538) 
(32123,17151) 
(38238,2744) 
(34670,14814) 
(16437,17169) 
(36463,8394) 
(10236,12346) 
(6297,12500) 
(1942,8751) 
(2370,22782) 
(8625,14792) 
(31703,4656) 
(20173,2970) 
(1241,25546) 
(10714,18220) 
(30214,24571) 
(24442,29232) 
(22909,25864) 
(18809,13019) 
(22235,4926) 
(32,38112) 
(37471,18393) 
(33106,15727) 
(17232,6646) 
(4844,9716) 
(2953,18488) 
(10985,29408) 
(15426,4930) 
(7821,33173) 
(34490,1569) 
(39504,17605) 
(30725,10158) 
(25712,4169) 
(553,37455) 
(28262,23462) 
(12258,10215) 
(19968,24116) 
(24903,33168) 
(19264,15869) 
(16972,20668) 
(12772,2274) 
(30764,29374) 
(36761,25299) 
(31053,2931) 
(11476,22725) 
(4171,31100) 
(35227,8144) 
(3428,37700) 
(7502,39649) 
(36241,12667) 
(15477,38844) 
(25017,27361) 
(34112,8231) 
(12882,12555) 
(37368,22169) 
(4798,14707) 
(23436,12568) 
(30781,36068) 
(39817,10912) 
(2901,2735) 
(26505,26578) 
(25154,37142) 
(21102,15843) 
(36033,16989) 
(30676,35507) 
(21484,918) 
(38756,13826) 
(20242,38543) 
(37640,36008) 
(20707,18789) 
(33268,9714) 
(21381,9096) 
(4730,24971) 
(11499,37918) 
(17251,18856) 
(17335,1880) 
(17788,33237) 
(13633,8875) 
(36049,1489) 
(36914,2029) 
(36289,18988) 
(3185,30884) 
(25547,11490) 
(39519,37160) 
(12340,5889) 
(38140,3548) 
(30348,25974) 
(6868,39820) 
(33488,31734) 
(7142,25867) 
(1503,27483) 
(12623,11769) 
(19631,33752) 
(5947,16332) 
(2650,7901) 
(8952,3732) 
(36380,16019) 
(35885,12492) 
(21243,26865) 
(9966,2583) 
(22506,19933) 
(10847,14623) 
(34570,9177) 
(15241,1369) 
(408,8004) 
(15848,17990) 
(21244,35464) 
(2677,19752) 
(25118,22217) 
(8370,34948) 
(24723,14766) 
(31281,9244) 
(15878,13310) 
(23611,11218) 
(26118,9350) 
(12376,22458) 
(12547,36099) 
(35745,16785) 
(16882,23140) 
(20233,10593) 
(2664,32560) 
(2126,6956) 
(32066,37636) 
(26265,30270) 
(29358,27087) 
(8635,15522) 
(19880,25534) 
(2770,11812) 
(4766,12046) 
(17089,30841) 
(7015,17254) 
(25634,2959) 
(36728,2845) 
(29674,31079) 
(31859,33557) 
(36740,38449) 
(15311,20637) 
(29645,24231) 
(39317,21517) 
(24891,23345) 
(37633,18796) 
(25913,9716) 
(6637,34576) 
(1012,11761) 
(35809,38219) 
(35910,38133) 
(6096,4323) 
(2989,38512) 
(18630,38550) 
(21368,26352) 
(24683,21762) 
(7462,3325) 
(6487,39581) 
(28121,9385) 
(38562,22185) 
(37853,20180) 
(9111,787) 
(23599,27053) 
(25431,4886) 
(28642,36127) 
(25593,4642) 
(33563,3696) 
(26519,36278) 
(10691,7839) 
(39752,14103) 
(33490,39705) 
(11229,30068) 
(6698,12527) 
(8753,7937) 
(21580,13450) 
(2600,37093) 
(19953,1338) 
(21723,7645) 
(21447,37769) 
(15800,4697) 
(5018,6435) 
(37515,4494) 
(12508,38705) 
(36410,32373) 
(12752,2511) 
(4937,32820) 
(29987,36063) 
(35586,38480) 
(32593,27848) 
(25497,23018) 
(21874,4636) 
(8268,4340) 
(15408,22483) 
(14274,20933) 
(30624,11281) 
(5406,11842) 
(7574,14821) 
(25494,19225) 
(28505,28400) 
(32344,16391) 
(10209,26576) 
(31883,33653) 
(34663,35276) 
(28944,35410) 
(13917,26303) 
(37401,37352) 
(29416,2665) 
(39494,10281) 
(31878,9667) 
(24786,17444) 
(23481,19228) 
(22569,20760) 
(6231,38132) 
(9862,28272) 
(20225,21104) 
(18165,28002) 
(14765,11979) 
(15366,27325) 
(36282,36158) 
(17291,39436) 
(25969,35225) 
(28553,2463) 
(32884,26931) 
(22853,5990) 
(2055,6226) 
(12938,9190) 
(23967,17409) 
(26450,30828) 
(3238,27149) 
(35821,16064) 
(20187,2938) 
(10056,22231) 
(11690,29470) 
(27991,31979) 
(24358,5846) 
(25505,15938) 
(21425,8792) 
(11151,22409) 
(1111,20348) 
(8702,11353) 
(21770,18227) 
(32965,32960) 
(32305,16217) 
(20878,8451) 
(23003,11732) 
(10070,30785) 
(21172,37596) 
(30596,22091) 
(23564,2308) 
(33426,34286) 
(2429,17473) 
(37349,19122) 
(19038,12566) 
(12329,12969) 
(8020,27644) 
(21536,14607) 
(7143,36003) 
(9839,919) 
(22980,3803) 
(31579,12161) 
(27325,36540) 
(39363,8734) 
(30154,14741) 
(32756,33401) 
(5702,24989) 
(29480,9160) 
(25873,20808) 
(7270,15985) 
(23174,38481) 
(1157,2575) 
(7473,32968) 
(9031,32385) 
(2222,3831) 
(26854,39615) 
(29762,4201) 
(11174,1496) 
(20580,30309) 
(7202,5109) 
(4206,10204) 
(6608,33441) 
(33920,10402) 
(37581,4383) 
(6345,6080) 
(38206,7482) 
(7203,1794) 
(13073,2310) 
(23373,17078) 
(9315,18653) 
(8811,12304) 
(7560,38039) 
(2559,26634) 
(31943,21126) 
(21789,4178) 
(39269,21730) 
(12479,27729) 
(394,30838) 
(10560,22852) 
(30565,28395) 
(22340,20183) 
(29978,37306) 
(330,2377) 
(1547,35169) 
(27230,31764) 
(4142,18227) 
(35352,7728) 
(2596,32184) 
(36438,33250) 
(9817,28716) 
(20492,35496) 
(24295,26958) 
(3037,12754) 
(39077,17133) 
(20086,37160) 
(30549,20218) 
(30209,30059) 
(2547,7616) 
(35775,12117) 
(29302,25000) 
(1380,17791) 
(19140,34453) 
(15940,15938) 
(31736,30081) 
(19840,11829) 
(26790,39028) 
(18316,30144) 
(36717,14346) 
(23062,3028) 
(12875,35316) 
(5289,2738) 
(5933,37618) 
(2476,16161) 
(12942,14970) 
(11753,34185) 
(39660,36515) 
(33280,5219) 
(18707,25224) 
(7236,8971) 
(6871,34389) 
(12878,14769) 
(2387,29939) 
(14076,17940) 
(19415,33876) 
(9027,7452) 
(6572,3788) 
(8370,32106) 
(38618,5012) 
(14171,29713) 
(5296,31972) 
(1154,26405) 
(11590,20814) 
(16033,8879) 
(34749,7435) 
(28281,4149) 
(30789,30103) 
(39151,37294) 
(36572,10142) 
(4221,13464) 
(35481,30747) 
(23834,6051) 
(18878,25014) 
(8852,6046) 
(21215,19003) 
(4704,1214) 
(26855,16537) 
(12789,12227) 
(3847,25032) 
(35064,6652) 
(1811,31086) 
(29862,38629) 
(28709,35516) 
(16737,31063) 
(13481,32981) 
(14964,3195) 
(9864,33127) 
(7357,11412) 
(32358,28944) 
(34969,13383) 
(33243,801) 
(21370,4181) 
(8894,13445) 
(9242,17199) 
(16565,9758) 
(35269,21366) 
(2301,39633) 
(31166,18434) 
(33130,355) 
(12983,29247) 
(33100,39227) 
(1300,16667) 
(33185,32926) 
(12907,31807) 
(4597,19910) 
(28288,6407) 
(8421,17618) 
(25035,28062) 
(23441,33041) 
(4980,10063) 
(4150,19255) 
(13462,2732) 
(36268,34813) 
(39938,28320) 
(14211,12176) 
(11610,7603) 
(24226,21578) 
(33484,34185) 
(25860,14715) 
(39947,3435) 
(28806,25897) 
(35276,15446) 
(6883,14704) 
(367,26475) 
(39353,36352) 
(16236,21487) 
(22423,21445) 
(36980,6955) 
(23402,10317) 
(36426,5857) 
(22900,33718) 
(20875,35588) 
(18462,25382) 
(2059,19176) 
(30168,33972) 
(17673,4569) 
(31346,959) 
(26577,4593) 
(35533,12717) 
(37294,36061) 
(19777,12975) 
(28018,35463) 
(4005,28458) 
(34509,1274) 
(12501,29046) 
(26500,9301) 
(15984,32553) 
(30010,36648) 
(29475,31871) 
(5321,679) 
(13507,11014) 
(38973,19431) 
(17050,1682) 
(21378,12497) 
(25315,16707) 
(31492,4474) 
(30973,5805) 
(19485,16188) 
(7998,32191) 
(20424,38472) 
(15509,14879) 
(16022,6857) 
(3671,39198) 
(17392,8464) 
(12661,35788) 
(28978,38200) 
(25358,30487) 
(23589,31840) 
(7338,12930) 
(39930,2368) 
(31229,35539) 
(26409,33379) 
(31521,7877) 
(29549,27503) 
(19325,27407) 
(5084,17890) 
(955,28299) 
(5780,37585) 
(37439,22916) 
(11711,10620) 
(26650,35984) 
(26666,18386) 
(36003,39355) 
(2549,14903) 
(26792,32910) 
(30003,15416) 
(35266,10446) 
(20592,32706) 
(30297,4943) 
(28869,15960) 
(15214,23275) 
(26102,35264) 
(7714,38369) 
(9648,2748) 
(18951,37629) 
(9583,39358) 
(25878,27985) 
(12572,17817) 
(30979,30415) 
(30777,31843) 
(17763,16810) 
(2497,9158) 
(34113,20683) 
(7908,34261) 
(31267,13222) 
(37412,5590) 
(39378,17030) 
(15518,17022) 
(24627,10819) 
(4567,35195) 
(19232,26753) 
(4861,6011) 
(35898,32326) 
(39900,18228) 
(29100,7371) 
(24212,21236) 
(29521,22910) 
(3201,3830) 
(34810,8945) 
(8745,10990) 
(10511,2746) 
(17377,22143) 
(8219,14960) 
(34435,18323) 
(14630,4627) 
(8578,18258) 
(38170,15806) 
(7985,25964) 
(12834,3413) 
(29088,2448) 
(27486,24440) 
(21373,20647) 
(12777,35469) 
(26254,3165) 
(37175,37410) 
(25477,29537) 
(19846,83) 
(19290,25124) 
(729,26037) 
(13044,3804) 
(10297,11029) 
(34232,9419) 
(38791,20693) 
(31892,16251) 
(29770,2470) 
(26628,10768) 
(35963,10105) 
(21781,11640) 
(10305,36883) 
(7608,16299) 
(19031,36095) 
(1310,26346) 
(32471,14582) 
(894,11697) 
(17244,5251) 
(28984,6798) 
(28665,21890) 
(24728,39203) 
(17138,5938) 
(38760,25231) 
(7002,20876) 
(31634,3496) 
(34417,17976) 
(21379,25454) 
(15196,6246) 
(31385,14792) 
(20754,25292) 
(26477,30649) 
(11197,21035) 
(17706,8413) 
(15023,15552) 
(10644,21653) 
(29483,27947) 
(4093,31898) 
(11626,19208) 
(30743,19913) 
(12198,4935) 
(9170,23247) 
(8832,27177) 
(26913,16283) 
(36173,23744) 
(37736,26225) 
(22155,21236) 
(8635,18325) 
(10877,5949) 
(35608,6117) 
(33570,38529) 
(10933,25294) 
(14511,23008) 
(15679,20616) 
(11165,29764) 
(30322,17604) 
(32048,1312) 
(38002,32612) 
(35073,39102) 
(737,27532) 
(15421,13503) 
(5831,39825) 
(36916,27392) 
(30905,5623) 
(14193,23387) 
(14301,4931) 
(35653,25540) 
(31526,19493) 
(34718,9523) 
(21656,19948) 
(23503,14900) 
(37118,25445) 
(17359,19671) 
(13568,21658) 
(7115,25085) 
(19555,9753) 
(2573,12621) 
(8136,33955) 
(7869,31510) 
(24160,13654) 
(13367,31486) 
(34633,22205) 
(9338,14478) 
(30611,26239) 
(20405,19711) 
(30935,39795) 
(11373,8841) 
(11495,14329) 
(32032,15839) 
(10378,19428) 
(2074,28587) 
(1453,33932) 
(32930,24751) 
(5201,8380) 
(3859,13641) 
(31708,25448) 
(25746,25261) 
(10109,20050) 
(30775,19739) 
(15188,16467) 
(29364,9805) 
(29307,29884) 
(35217,10014) 
(8700,33115) 
(7726,18619) 
(32352,29904) 
(25037,23947) 
(20755,1421) 
(14035,8019) 
(29161,9400) 
(7309,11506) 
(4036,11164) 
(13994,39836) 
(12994,21318) 
(29908,29919) 
(3139,20507) 
(6218,32860) 
(26015,21041) 
(22589,21313) 
(32755,10099) 
(21953,9909) 
(35359,14499) 
(24047,37547) 
(32110,14818) 
(20500,36000) 
(19390,32984) 
(31878,3491) 
(24341,30379) 
(29038,13737) 
(29654,28982) 
(32909,23842) 
(37509,2249) 
(24558,30903) 
(21266,15125) 
(14074,14870) 
(294,25570) 
(36391,27771) 
(28686,3929) 
(9097,35351) 
(7961,29404) 
(34125,19623) 
(2248,39615) 
(20596,39501) 
(15363,39922) 
(30503,9021) 
(12422,8489) 
(15461,22397) 
(4399,19893) 
(30355,14089) 
(3094,16719) 
(28015,29843) 
(30853,31265) 
(18703,2050) 
(32246,38930) 
(31423,14634) 
(11079,22330) 
(563,2325) 
(32855,5408) 
(36244,29476) 
(33354,16248) 
(12665,12755) 
(286,12766) 
(22464,2294) 
(1514,30976) 
(17326,6528) 
(26862,25844) 
(7722,854) 
(5288,34767) 
(15230,7981) 
(19647,9222) 
(36961,34222) 
(12025,31354) 
(31177,35912) 
(21050,27102) 
(19483,25625) 
(36323,8504) 
(6351,22719) 
(2994,4580) 
(22975,14799) 
(31326,17478) 
(39232,12334) 
(33010,30884) 
(24631,29792) 
(8543,28707) 
(23197,19473) 
(35425,37759) 
(17513,37044) 
(39432,19038) 
(17038,1138) 
(39790,22630) 
(9944,34989) 
(21113,30761) 
(10739,4003) 
(25515,3011) 
(18809,8298) 
(6021,28986) 
(10875,36981) 
(4796,23619) 
(26297,27968) 
(36557,2989) 
(28086,2118) 
(37494,31223) 
(1039,23754) 
(15027,28103) 
(35057,34928) 
(18587,10274) 
(31781,11309) 
(23226,3566) 
(34049,29937) 
(5699,33520) 
(31401,38084) 
(1417,27275) 
(7174,12906) 
(16509,31448) 
(26558,3152) 
(11865,39788) 
(14812,2607) 
(26406,31598) 
(7846,18551) 
(4929,23646) 
(27453,11738) 
(11383,29140) 
(4129,26401) 
(29793,39188) 
(18220,35054) 
(15023,16209) 
(5685,6253) 
(9117,13108) 
(24296,38130) 
(5927,34908) 
(38192,6670) 
(6423,20772) 
(38350,22054) 
(27234,35892) 
(6230,28014) 
(26082,26236) 
(9802,33370) 
(4178,20895) 
(16744,7073) 
(2757,38287) 
(27305,19342) 
(27747,16967) 
(33340,16742) 
(26603,14105) 
(22020,26811) 
(19785,4302) 
(27164,39560) 
(9240,30380) 
(4322,13018) 
(107,28149) 
(22412,8952) 
(34444,29709) 
(3866,5649) 
(33595,30730) 
(3971,29805) 
(37679,8806) 
(5031,35058) 
(22244,19412) 
(5908,37757) 
(7040,1586) 
(9169,13406) 
(24860,26007) 
(34337,7667) 
(36186,33600) 
(10831,1417) 
(28191,31233) 
(22703,20308) 
(36526,19271) 
(31044,13252) 
(30078,3025) 
(5652,14900) 
(1097,36418) 
(12078,30128) 
(12065,25932) 
(26380,25557) 
(14144,34595) 
(31268,34663) 
(10494,32640) 
(37676,39386) 
(15969,5228) 
(2089,29734) 
(27413,33705) 
(9243,19514) 
(9782,32182) 
(9963,30985) 
(18426,16828) 
(13162,35270) 
(2374,8316) 
(25146,35498) 
(11945,9262) 
(9412,17861) 
(5960,23285) 
(39850,32056) 
(23475,12435) 
(39874,16625) 
(13324,16103) 
(33159,23031) 
(17523,20335) 
(24938,2957) 
(3532,32450) 
(21091,37954) 
(33591,1502) 
(14934,36343) 
(159,3567) 
(30625,39855) 
(2947,188) 
(21980,1184) 
(25931,38266) 
(27902,11913) 
(23031,36434) 
(37248,947) 
(20675,2845) 
(29673,2302) 
(25477,16262) 
(22270,28182) 
(5784,21267) 
(35837,467) 
(28732,14041) 
(5068,35411) 
(867,16940) 
(8359,7595) 
(36041,17977) 
(31191,25178) 
(7778,13645) 
(6790,28258) 
(8113,22226) 
(1298,696) 
(13782,39096) 
(15756,15388) 
(22883,2785) 
(36692,26066) 
(14549,13376) 
(24181,27318) 
(21322,3011) 
(24547,28637) 
(29565,5975) 
(22788,7997) 
(16190,37020) 
(35647,10596) 
(18210,7303) 
(35048,15356) 
(383,1885) 
(11523,3838) 
(14983,27928) 
(3744,26288) 
(33875,606) 
(23660,32354) 
(3332,15995) 
(6037,25504) 
(27148,38483) 
(8245,20707) 
(21911,6756) 
(21974,39124) 
(14711,23484) 
(29507,22982) 
(27983,21317) 
(4327,2077) 
(27178,31891) 
(6112,28674) 
(7114,9352) 
(17484,29513) 
(30070,7919) 
(11169,29193) 
(31300,5799) 
(3372,32694) 
(9818,30066) 
(417,19109) 
(18354,31765) 
(37604,1233) 
(8661,11767) 
(38283,38566) 
(23090,8943) 
(29899,12072) 
(22783,16957) 
(16907,16979) 
(12093,35878) 
(16075,39948) 
(31273,34430) 
(38189,26261) 
(6712,27999) 
(7586,31754) 
(18881,19636) 
(32020,17893) 
(21723,140) 
(19999,653) 
